state,county,candidate,party,total_votes,won
Georgia,Taliaferro County,Donald Trump,REP,360,False
Georgia,Taliaferro County,Jo Jorgensen,LIB,7,False
Georgia,Taliaferro County, Write-ins,WRI,0,False
Georgia,Tattnall County,Donald Trump,REP,6054,True
Georgia,Tattnall County,Joe Biden,DEM,2062,False
Georgia,Tattnall County,Jo Jorgensen,LIB,69,False
Georgia,Tattnall County, Write-ins,WRI,0,False
Georgia,Taylor County,Donald Trump,REP,2420,True
Georgia,Taylor County,Joe Biden,DEM,1388,False
Georgia,Taylor County,Jo Jorgensen,LIB,34,False
Georgia,Taylor County, Write-ins,WRI,0,False
Georgia,Telfair County,Donald Trump,REP,2825,True
Georgia,Telfair County,Joe Biden,DEM,1488,False
Georgia,Telfair County,Jo Jorgensen,LIB,21,False
Georgia,Telfair County, Write-ins,WRI,0,False
Georgia,Terrell County,Joe Biden,DEM,2376,True
Georgia,Terrell County,Donald Trump,REP,2004,False
Georgia,Terrell County,Jo Jorgensen,LIB,36,False
Georgia,Terrell County, Write-ins,WRI,0,False
Georgia,Thomas County,Donald Trump,REP,12969,True
Georgia,Thomas County,Joe Biden,DEM,8708,False
Georgia,Thomas County,Jo Jorgensen,LIB,195,False
Georgia,Thomas County, Write-ins,WRI,0,False
Georgia,Tift County,Donald Trump,REP,10784,True
Georgia,Tift County,Joe Biden,DEM,5318,False
Georgia,Tift County,Jo Jorgensen,LIB,177,False
Georgia,Tift County, Write-ins,WRI,0,False
Georgia,Toombs County,Donald Trump,REP,7873,True
Georgia,Toombs County,Joe Biden,DEM,2938,False
Georgia,Toombs County,Jo Jorgensen,LIB,103,False
Georgia,Toombs County, Write-ins,WRI,0,False
Georgia,Towns County,Donald Trump,REP,6384,True
Georgia,Towns County,Joe Biden,DEM,1550,False
Georgia,Towns County,Jo Jorgensen,LIB,45,False
Georgia,Towns County, Write-ins,WRI,0,False
Georgia,Treutlen County,Donald Trump,REP,2101,True
Georgia,Treutlen County,Joe Biden,DEM,952,False
Georgia,Treutlen County,Jo Jorgensen,LIB,24,False
Georgia,Treutlen County, Write-ins,WRI,0,False
Georgia,Troup County,Donald Trump,REP,18142,True
Georgia,Troup County,Joe Biden,DEM,11577,False
Georgia,Troup County,Jo Jorgensen,LIB,328,False
Georgia,Troup County, Write-ins,WRI,0,False
Georgia,Turner County,Donald Trump,REP,2349,True
Georgia,Turner County,Joe Biden,DEM,1409,False
Georgia,Turner County,Jo Jorgensen,LIB,33,False
Georgia,Turner County, Write-ins,WRI,0,False
Georgia,Twiggs County,Donald Trump,REP,2370,True
Georgia,Twiggs County,Joe Biden,DEM,2044,False
Georgia,Twiggs County,Jo Jorgensen,LIB,30,False
Georgia,Twiggs County, Write-ins,WRI,0,False
Georgia,Union County,Donald Trump,REP,12650,True
Georgia,Union County,Joe Biden,DEM,2800,False
Georgia,Union County,Jo Jorgensen,LIB,108,False
Georgia,Union County, Write-ins,WRI,0,False
Georgia,Upson County,Donald Trump,REP,8606,True
Georgia,Upson County,Joe Biden,DEM,4203,False
Georgia,Upson County,Jo Jorgensen,LIB,96,False
Georgia,Upson County, Write-ins,WRI,0,False
Georgia,Walker County,Donald Trump,REP,23173,True
Georgia,Walker County,Joe Biden,DEM,5770,False
Georgia,Walker County,Jo Jorgensen,LIB,411,False
Georgia,Walker County, Write-ins,WRI,0,False
Georgia,Walton County,Donald Trump,REP,37839,True
Georgia,Walton County,Joe Biden,DEM,12683,False
Georgia,Walton County,Jo Jorgensen,LIB,571,False
Georgia,Walton County, Write-ins,WRI,0,False
Georgia,Ware County,Donald Trump,REP,9903,True
Georgia,Ware County,Joe Biden,DEM,4169,False
Georgia,Ware County,Jo Jorgensen,LIB,117,False
Georgia,Ware County, Write-ins,WRI,0,False
Georgia,Warren County,Joe Biden,DEM,1468,True
Georgia,Warren County,Donald Trump,REP,1166,False
Georgia,Warren County,Jo Jorgensen,LIB,16,False
Georgia,Warren County, Write-ins,WRI,0,False
Georgia,Washington County,Joe Biden,DEM,4743,True
Georgia,Washington County,Donald Trump,REP,4668,False
Georgia,Washington County,Jo Jorgensen,LIB,66,False
Georgia,Washington County, Write-ins,WRI,0,False
Georgia,Wayne County,Donald Trump,REP,9987,True
Georgia,Wayne County,Joe Biden,DEM,2688,False
Georgia,Wayne County,Jo Jorgensen,LIB,104,False
Georgia,Wayne County, Write-ins,WRI,0,False
Georgia,Webster County,Donald Trump,REP,748,True
Georgia,Webster County,Joe Biden,DEM,640,False
Georgia,Webster County,Jo Jorgensen,LIB,3,False
Georgia,Webster County, Write-ins,WRI,0,False
Georgia,Wheeler County,Donald Trump,REP,1583,True
Georgia,Wheeler County,Joe Biden,DEM,689,False
Georgia,Wheeler County,Jo Jorgensen,LIB,13,False
Georgia,Wheeler County, Write-ins,WRI,0,False
Georgia,White County,Donald Trump,REP,12222,True
Georgia,White County,Joe Biden,DEM,2411,False
Georgia,White County,Jo Jorgensen,LIB,183,False
Georgia,White County, Write-ins,WRI,0,False
Georgia,Whitfield County,Donald Trump,REP,25644,True
Georgia,Whitfield County,Joe Biden,DEM,10680,False
Georgia,Whitfield County,Jo Jorgensen,LIB,442,False
Georgia,Whitfield County, Write-ins,WRI,0,False
Georgia,Wilcox County,Donald Trump,REP,2402,True
Georgia,Wilcox County,Joe Biden,DEM,861,False
Georgia,Wilcox County,Jo Jorgensen,LIB,16,False
Georgia,Wilcox County, Write-ins,WRI,0,False
Georgia,Wilkes County,Donald Trump,REP,2823,True
Georgia,Wilkes County,Joe Biden,DEM,2160,False
Georgia,Wilkes County,Jo Jorgensen,LIB,47,False
Georgia,Wilkes County, Write-ins,WRI,0,False
Georgia,Wilkinson County,Donald Trump,REP,2665,True
Georgia,Wilkinson County,Joe Biden,DEM,2074,False
Georgia,Wilkinson County,Jo Jorgensen,LIB,31,False
Georgia,Wilkinson County, Write-ins,WRI,0,False
Georgia,Worth County,Donald Trump,REP,6830,True
Georgia,Worth County,Joe Biden,DEM,2395,False
Georgia,Worth County,Jo Jorgensen,LIB,60,False
Georgia,Worth County, Write-ins,WRI,0,False
Pennsylvania,Adams County,Donald Trump,REP,37523,True
Pennsylvania,Adams County,Joe Biden,DEM,18207,False
Pennsylvania,Adams County,Jo Jorgensen,LIB,810,False
Pennsylvania,Adams County, Write-ins,WRI,174,False
Pennsylvania,Allegheny County,Joe Biden,DEM,430759,True
Pennsylvania,Allegheny County,Donald Trump,REP,282913,False
Pennsylvania,Allegheny County,Jo Jorgensen,LIB,8361,False
Pennsylvania,Allegheny County, Write-ins,WRI,2767,False
Pennsylvania,Armstrong County,Donald Trump,REP,27489,True
Pennsylvania,Armstrong County,Joe Biden,DEM,8457,False
Pennsylvania,Armstrong County,Jo Jorgensen,LIB,424,False
Pennsylvania,Armstrong County, Write-ins,WRI,0,False
Pennsylvania,Beaver County,Donald Trump,REP,54759,True
Pennsylvania,Beaver County,Joe Biden,DEM,38122,False
Pennsylvania,Beaver County,Jo Jorgensen,LIB,1241,False
Pennsylvania,Beaver County, Write-ins,WRI,0,False
Pennsylvania,Bedford County,Donald Trump,REP,23025,True
Pennsylvania,Bedford County,Joe Biden,DEM,4367,False
Pennsylvania,Bedford County,Jo Jorgensen,LIB,182,False
Pennsylvania,Berks County,Donald Trump,REP,109736,True
Pennsylvania,Berks County,Joe Biden,DEM,92895,False
Pennsylvania,Berks County,Jo Jorgensen,LIB,2909,False
Pennsylvania,Berks County, Write-ins,WRI,0,False
Pennsylvania,Blair County,Donald Trump,REP,45306,True
Pennsylvania,Blair County,Joe Biden,DEM,17636,False
Pennsylvania,Blair County,Jo Jorgensen,LIB,653,False
Pennsylvania,Bradford County,Donald Trump,REP,21600,True
Pennsylvania,Bradford County,Joe Biden,DEM,8046,False
Pennsylvania,Bradford County,Jo Jorgensen,LIB,513,False
Pennsylvania,Bucks County,Joe Biden,DEM,204712,True
Pennsylvania,Bucks County,Donald Trump,REP,187367,False
Pennsylvania,Bucks County,Jo Jorgensen,LIB,4155,False
Pennsylvania,Bucks County, Write-ins,WRI,0,False
Pennsylvania,Butler County,Donald Trump,REP,74359,True
Pennsylvania,Butler County,Joe Biden,DEM,37508,False
Pennsylvania,Butler County,Jo Jorgensen,LIB,1438,False
Pennsylvania,Cambria County,Donald Trump,REP,48085,True
Pennsylvania,Cambria County,Joe Biden,DEM,21730,False
Pennsylvania,Cambria County,Jo Jorgensen,LIB,759,False
Pennsylvania,Cambria County, Write-ins,WRI,0,False
Pennsylvania,Cameron County,Donald Trump,REP,1771,True
Pennsylvania,Cameron County,Joe Biden,DEM,634,False
Pennsylvania,Cameron County,Jo Jorgensen,LIB,29,False
Pennsylvania,Carbon County,Donald Trump,REP,21984,True
Pennsylvania,Carbon County,Joe Biden,DEM,11212,False
Pennsylvania,Carbon County,Jo Jorgensen,LIB,433,False
Pennsylvania,Centre County,Joe Biden,DEM,40055,True
Pennsylvania,Centre County,Donald Trump,REP,36372,False
Pennsylvania,Centre County,Jo Jorgensen,LIB,1066,False
Pennsylvania,Centre County, Write-ins,WRI,0,False
Pennsylvania,Chester County,Joe Biden,DEM,182372,True
Pennsylvania,Chester County,Donald Trump,REP,128565,False
Pennsylvania,Chester County,Jo Jorgensen,LIB,3565,False
Pennsylvania,Chester County, Write-ins,WRI,1251,False
Pennsylvania,Clarion County,Donald Trump,REP,14578,True
Pennsylvania,Clarion County,Joe Biden,DEM,4678,False
Pennsylvania,Clarion County,Jo Jorgensen,LIB,237,False
Pennsylvania,Clarion County, Write-ins,WRI,0,False
Pennsylvania,Clearfield County,Donald Trump,REP,29203,True
Pennsylvania,Clearfield County,Joe Biden,DEM,9673,False
Pennsylvania,Clearfield County,Jo Jorgensen,LIB,546,False
Pennsylvania,Clearfield County, Write-ins,WRI,74,False
Pennsylvania,Clinton County,Donald Trump,REP,11902,True
Pennsylvania,Clinton County,Joe Biden,DEM,5502,False
Pennsylvania,Clinton County,Jo Jorgensen,LIB,221,False
Pennsylvania,Columbia County,Donald Trump,REP,20098,True
Pennsylvania,Columbia County,Joe Biden,DEM,10532,False
Pennsylvania,Columbia County,Jo Jorgensen,LIB,541,False
Pennsylvania,Columbia County, Write-ins,WRI,0,False
Pennsylvania,Crawford County,Donald Trump,REP,28559,True
Pennsylvania,Crawford County,Joe Biden,DEM,12924,False
Pennsylvania,Crawford County,Jo Jorgensen,LIB,521,False
Pennsylvania,Crawford County, Write-ins,WRI,0,False
Pennsylvania,Cumberland County,Donald Trump,REP,77212,True
Pennsylvania,Cumberland County,Joe Biden,DEM,62245,False
Pennsylvania,Cumberland County,Jo Jorgensen,LIB,2138,False
Pennsylvania,Dauphin County,Joe Biden,DEM,78983,True
Pennsylvania,Dauphin County,Donald Trump,REP,66408,False
Pennsylvania,Dauphin County,Jo Jorgensen,LIB,1977,False
Pennsylvania,Dauphin County, Write-ins,WRI,0,False
Pennsylvania,Delaware County,Joe Biden,DEM,206423,True
Pennsylvania,Delaware County,Donald Trump,REP,118532,False
Pennsylvania,Delaware County,Jo Jorgensen,LIB,2976,False
Pennsylvania,Delaware County, Write-ins,WRI,1075,False
Pennsylvania,Elk County,Donald Trump,REP,12140,True
Pennsylvania,Elk County,Joe Biden,DEM,4522,False
Pennsylvania,Elk County,Jo Jorgensen,LIB,244,False
Pennsylvania,Erie County,Joe Biden,DEM,68286,True
Pennsylvania,Erie County,Donald Trump,REP,66869,False
Pennsylvania,Erie County,Jo Jorgensen,LIB,1928,False
Pennsylvania,Erie County, Write-ins,WRI,0,False
Pennsylvania,Fayette County,Donald Trump,REP,41227,True
Pennsylvania,Fayette County,Joe Biden,DEM,20444,False
Pennsylvania,Fayette County,Jo Jorgensen,LIB,468,False
Pennsylvania,Fayette County, Write-ins,WRI,0,False
Pennsylvania,Forest County,Donald Trump,REP,1882,True
Pennsylvania,Forest County,Joe Biden,DEM,728,False
Pennsylvania,Forest County,Jo Jorgensen,LIB,36,False
Pennsylvania,Franklin County,Donald Trump,REP,57245,True
Pennsylvania,Franklin County,Joe Biden,DEM,22422,False
Pennsylvania,Franklin County,Jo Jorgensen,LIB,1116,False
Pennsylvania,Franklin County, Write-ins,WRI,0,False
Pennsylvania,Fulton County,Donald Trump,REP,6824,True
Pennsylvania,Fulton County,Joe Biden,DEM,1085,False
Pennsylvania,Fulton County,Jo Jorgensen,LIB,68,False
Pennsylvania,Fulton County, Write-ins,WRI,0,False
Pennsylvania,Greene County,Donald Trump,REP,12579,True
Pennsylvania,Greene County,Joe Biden,DEM,4911,False
Pennsylvania,Greene County,Jo Jorgensen,LIB,179,False
Pennsylvania,Huntingdon County,Donald Trump,REP,17061,True
Pennsylvania,Huntingdon County,Joe Biden,DEM,5445,False
Pennsylvania,Huntingdon County,Jo Jorgensen,LIB,286,False
Pennsylvania,Huntingdon County, Write-ins,WRI,0,False
Pennsylvania,Indiana County,Donald Trump,REP,28089,True
Pennsylvania,Indiana County,Joe Biden,DEM,12634,False
Pennsylvania,Indiana County,Jo Jorgensen,LIB,475,False
Pennsylvania,Indiana County, Write-ins,WRI,0,False
Pennsylvania,Jefferson County,Donald Trump,REP,17960,True
Pennsylvania,Jefferson County,Joe Biden,DEM,4527,False
Pennsylvania,Jefferson County,Jo Jorgensen,LIB,337,False
Pennsylvania,Juniata County,Donald Trump,REP,9649,True
Pennsylvania,Juniata County,Joe Biden,DEM,2253,False
Pennsylvania,Juniata County,Jo Jorgensen,LIB,141,False
Pennsylvania,Lackawanna County,Joe Biden,DEM,61991,True
Pennsylvania,Lackawanna County,Donald Trump,REP,52334,False
Pennsylvania,Lackawanna County,Jo Jorgensen,LIB,1085,False
Pennsylvania,Lackawanna County, Write-ins,WRI,0,False
Pennsylvania,Lancaster County,Donald Trump,REP,160209,True
Pennsylvania,Lancaster County,Joe Biden,DEM,115847,False
Pennsylvania,Lancaster County,Jo Jorgensen,LIB,4183,False
Pennsylvania,Lancaster County, Write-ins,WRI,1136,False
Pennsylvania,Lawrence County,Donald Trump,REP,29597,True
Pennsylvania,Lawrence County,Joe Biden,DEM,15978,False
Pennsylvania,Lawrence County,Jo Jorgensen,LIB,501,False
Pennsylvania,Lawrence County, Write-ins,WRI,0,False
Pennsylvania,Lebanon County,Donald Trump,REP,46731,True
Pennsylvania,Lebanon County,Joe Biden,DEM,23932,False
Pennsylvania,Lebanon County,Jo Jorgensen,LIB,989,False
Pennsylvania,Lebanon County, Write-ins,WRI,206,False
Pennsylvania,Lehigh County,Joe Biden,DEM,98288,True
Pennsylvania,Lehigh County,Donald Trump,REP,84259,False
Pennsylvania,Lehigh County,Jo Jorgensen,LIB,2166,False
Pennsylvania,Lehigh County, Write-ins,WRI,0,False
Pennsylvania,Luzerne County,Donald Trump,REP,86929,True
Pennsylvania,Luzerne County,Joe Biden,DEM,64873,False
Pennsylvania,Luzerne County,Jo Jorgensen,LIB,1519,False
Pennsylvania,Luzerne County, Write-ins,WRI,0,False
Pennsylvania,Lycoming County,Donald Trump,REP,41462,True
Pennsylvania,Lycoming County,Joe Biden,DEM,16971,False
Pennsylvania,Lycoming County,Jo Jorgensen,LIB,821,False
Pennsylvania,McKean County,Donald Trump,REP,14083,True
Pennsylvania,McKean County,Joe Biden,DEM,5098,False
Pennsylvania,McKean County,Jo Jorgensen,LIB,285,False
Pennsylvania,Mercer County,Donald Trump,REP,36143,True
Pennsylvania,Mercer County,Joe Biden,DEM,21067,False
Pennsylvania,Mercer County,Jo Jorgensen,LIB,744,False
Pennsylvania,Mifflin County,Donald Trump,REP,16670,True
Pennsylvania,Mifflin County,Joe Biden,DEM,4603,False
Pennsylvania,Mifflin County,Jo Jorgensen,LIB,229,False
Pennsylvania,Monroe County,Joe Biden,DEM,44060,True
Pennsylvania,Monroe County,Donald Trump,REP,38726,False
Pennsylvania,Monroe County,Jo Jorgensen,LIB,1043,False
Pennsylvania,Monroe County, Write-ins,WRI,0,False
Pennsylvania,Montgomery County,Joe Biden,DEM,319511,True
Pennsylvania,Montgomery County,Donald Trump,REP,185460,False
Pennsylvania,Montgomery County,Jo Jorgensen,LIB,5186,False
Pennsylvania,Montour County,Donald Trump,REP,5844,True
Pennsylvania,Montour County,Joe Biden,DEM,3771,False
Pennsylvania,Montour County,Jo Jorgensen,LIB,156,False
Pennsylvania,Montour County, Write-ins,WRI,46,False
Pennsylvania,Northampton County,Joe Biden,DEM,85087,True
Pennsylvania,Northampton County,Donald Trump,REP,83854,False
Pennsylvania,Northampton County,Jo Jorgensen,LIB,2001,False
Pennsylvania,Northampton County, Write-ins,WRI,457,False
Pennsylvania,Northumberland County,Donald Trump,REP,28952,True
Pennsylvania,Northumberland County,Joe Biden,DEM,12677,False
Pennsylvania,Northumberland County,Jo Jorgensen,LIB,654,False
Pennsylvania,Northumberland County, Write-ins,WRI,0,False
Pennsylvania,Perry County,Donald Trump,REP,18293,True
Pennsylvania,Perry County,Joe Biden,DEM,5950,False
Pennsylvania,Perry County,Jo Jorgensen,LIB,409,False
Pennsylvania,Philadelphia County,Joe Biden,DEM,603790,True
Pennsylvania,Philadelphia County,Donald Trump,REP,132740,False
Pennsylvania,Philadelphia County,Jo Jorgensen,LIB,4847,False
Pennsylvania,Philadelphia County, Write-ins,WRI,0,False
Pennsylvania,Pike County,Donald Trump,REP,19213,True
Pennsylvania,Pike County,Joe Biden,DEM,13019,False
Pennsylvania,Pike County,Jo Jorgensen,LIB,322,False
Pennsylvania,Pike County, Write-ins,WRI,0,False
Pennsylvania,Potter County,Donald Trump,REP,7239,True
Pennsylvania,Potter County,Joe Biden,DEM,1726,False
Pennsylvania,Potter County,Jo Jorgensen,LIB,99,False
Pennsylvania,Schuylkill County,Donald Trump,REP,48871,True
Pennsylvania,Schuylkill County,Joe Biden,DEM,20727,False
Pennsylvania,Schuylkill County,Jo Jorgensen,LIB,1005,False
Pennsylvania,Schuylkill County, Write-ins,WRI,0,False
Pennsylvania,Snyder County,Donald Trump,REP,13983,True
Pennsylvania,Snyder County,Joe Biden,DEM,4910,False
Pennsylvania,Snyder County,Jo Jorgensen,LIB,247,False
Pennsylvania,Somerset County,Donald Trump,REP,31466,True
Pennsylvania,Somerset County,Joe Biden,DEM,8654,False
Pennsylvania,Somerset County,Jo Jorgensen,LIB,423,False
Pennsylvania,Somerset County, Write-ins,WRI,0,False
Pennsylvania,Sullivan County,Donald Trump,REP,2619,True
Pennsylvania,Sullivan County,Joe Biden,DEM,921,False
Pennsylvania,Sullivan County,Jo Jorgensen,LIB,55,False
Pennsylvania,Sullivan County, Write-ins,WRI,0,False
Pennsylvania,Susquehanna County,Donald Trump,REP,15207,True
Pennsylvania,Susquehanna County,Joe Biden,DEM,6236,False
Pennsylvania,Susquehanna County,Jo Jorgensen,LIB,309,False
Pennsylvania,Tioga County,Donald Trump,REP,15742,True
Pennsylvania,Tioga County,Joe Biden,DEM,4955,False
Pennsylvania,Tioga County,Jo Jorgensen,LIB,378,False
Pennsylvania,Tioga County, Write-ins,WRI,0,False
Pennsylvania,Union County,Donald Trump,REP,12356,True
Pennsylvania,Union County,Joe Biden,DEM,7475,False
Pennsylvania,Union County,Jo Jorgensen,LIB,284,False
Pennsylvania,Venango County,Donald Trump,REP,18569,True
Pennsylvania,Venango County,Joe Biden,DEM,7585,False
Pennsylvania,Venango County,Jo Jorgensen,LIB,374,False
Pennsylvania,Venango County, Write-ins,WRI,0,False
Pennsylvania,Warren County,Donald Trump,REP,14237,True
Pennsylvania,Warren County,Joe Biden,DEM,6066,False
Pennsylvania,Warren County,Jo Jorgensen,LIB,347,False
Pennsylvania,Warren County, Write-ins,WRI,0,False
Pennsylvania,Washington County,Donald Trump,REP,72080,True
Pennsylvania,Washington County,Joe Biden,DEM,45088,False
Pennsylvania,Washington County,Jo Jorgensen,LIB,1310,False
Pennsylvania,Wayne County,Donald Trump,REP,18637,True
Pennsylvania,Wayne County,Joe Biden,DEM,9191,False
Pennsylvania,Wayne County,Jo Jorgensen,LIB,261,False
Pennsylvania,Westmoreland County,Donald Trump,REP,130218,True
Pennsylvania,Westmoreland County,Joe Biden,DEM,72129,False
Pennsylvania,Westmoreland County,Jo Jorgensen,LIB,2350,False
Pennsylvania,Westmoreland County, Write-ins,WRI,486,False
Pennsylvania,Wyoming County,Donald Trump,REP,9936,True
Pennsylvania,Wyoming County,Joe Biden,DEM,4704,False
Pennsylvania,Wyoming County,Jo Jorgensen,LIB,218,False
Pennsylvania,Wyoming County, Write-ins,WRI,0,False
Pennsylvania,York County,Donald Trump,REP,146733,True
Pennsylvania,York County,Joe Biden,DEM,88114,False
Pennsylvania,York County,Jo Jorgensen,LIB,3624,False
